Category,Item,Vendor Name,Contact Name,Vendor Number,Vendor Email,Previously Used,Contacted On,Made Contact With,Availability,Davis County,Utah County,Salt Lake County,Tags,Notes
Maintenance and Repairs,Electrician,Stampede Electrical,,(801) 372-8304,stampede.ele@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Garage Doors,A Plus Garage Doors,,(801) 285-0290,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Garage Doors,Automatic Gate Installers Inc.,,(801) 571-6982,aginstallers41@yahoo.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Garage Doors,Universal Garage Door,,(801) 486-1398,info@ugdservices.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Parking and Traffic Management,Towing,Action Locksmith,,(801) 262-6912,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Parking and Traffic Management,Towing,Advanced Towing,,(801) 569-8397,ats8697@yahoo.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,All American Vinyl,,(801) 373-1308,allamericanvinyl@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,"BASEco, Inc.",,(801) 200-3280,info@baseco.net,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Better Built Remodeling,,(801) 598-9311,kriss30r@msn.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Bizzy Bee Cleaning & Maintenance*,,(801) 232-9372,Brent@visionutah.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Chris Jensen,,(801) 358-0484,jensenfence@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,CS Welding,,(385) 535-1250,cswelding13@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,J Smith,,(385) 245-3635,Jeremy@weberhandyman.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Jack William Homes,,(801) 704-3447,info@jackwilliamhomes.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Jason Edwards Handy Man,,(801) 831-9311,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Jones Paint & Glass,,(801) 812-5138,bcarlson@jonespg.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Labrador Construction,,(801) 358-5296,labradorconstruction@msn.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,,Landmark Lifting,,(385) 685-4899,hannah@landmarklifting.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Lowry Doors,,(801) 225-1885,lowrydoors@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Marble Builders,,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Elevator,Otis Elevator Company,,(801) 388-6554,Michael.Dahlquist@otis.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Contractors - General,Landscaping,Permanent Holdings LLC,,(818) 464-6268,PermanentHoldings@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Pride Property Sevices,,(801) 623-3004,zacharybrady75@yahoo.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Rocky Mountain Waterproofing,,(801) 282-2100,sam@dryhouse.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Elevator,Schindler Elevator Corporation,,(801) 487-0705,taylor.sanford@schindler.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,,Silver Cloud Maintenance,,(801) 369-2856,silvercloudmaintenance@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Simons Property Maintenance Inc.,,(801) 558-0604,eddy@simonspropertymaintenance.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,SMK Construction,,(888) 221-7070,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Contractors - General,Utilities,Steve Edwards Vendor Reimbursement,,(801) 651-0400,steveedwards1125@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Take A Break Pool and Spas,,(801) 489-6005,carlos.takeabreak@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Total Restoration,,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Triple A Concrete,,(801) 230-3706,allanrichards40@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Tronson Construction LLC,,(801) 867-3191,bctronson@msn.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Vision Property Services (VPS),,,maintenance@visionrealestate.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Wallentine Siding and Exteriors,,(801) 885-5999,chris@wallentinesiding.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,"Walton Concrete Protection & Restoration, Inc.",,(801) 258-1661,jim3@wcpr2006.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,General Contractors,Wilson Machit,,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,HVAC,All Hours Drain Cleaning Plumbing Heating and Air,,(801) 797-4490,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,HVAC,Douglas Baker,,(385) 207-3743,eliteairllc50@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,HVAC,Husky Heating and Air,,(385) 299-6524,heatingandairhusky@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,HVAC,Pond's Plumbing & Heating,,(801) 295-7989,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,HVAC,Southern Comfort Heating and Air,,(801) 548-5897,info@sccutah.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Contractors - Irrigation,Landscaping,Hayden Johnson,,(801) 616-2394,hayden.e.johnson@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Snow Removal,A&B Landscape Maintenance,,,aandblandscape@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,ABC Maintenance and Fabrication LLC,,(801) 362-0079,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Allende Landscaping & Design LLC,,(801) 897-4575,Allendedesigner11@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Snow Removal,B.R.O. Builders's LLC,,(912) 358-7385,dstenorio802@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Barlow Brothers Lawncare,,(435) 465-1598,barlowbroslawn@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Brightview Tree Care services,,(385) 259-9649,jaak.gilmore@brightview.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Calton Tree Inc,,(801) 420-4136,caltontree@comcast.net,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Christensen Landscaping,,(435) 840-1974,brad@christensen-landscaping.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,CN Home Services LLC*,,(801) 787-2580,cn.homeservicesllc@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Cowboys Landscaping LLC,,(801) 427-6423,cowboys.gomez@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Cutters Lawn Care*,,(801) 722-8004,cuttersutah@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Decorative Enterprises,,,christian@decorativeinc.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Diamond Tree Experts,,(801) 262-1596,patty@diamondtreeexperts.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Estate Landscaping,,(801) 718-5740,estatelandscapingslc@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Green N-V Landscaping,,(801) 347-4659,greenvlandscaping@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Jas Lawn Care & Maintenance,,(385) 236-7097,jaslawncare.maintenance@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Snow Removal,JEM Yardcare Inc,,(801) 885-2782,uteamongcougars@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Lava Lawns LLC,,(801) 703-1250,lavalawns@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Lawn Butler,,(801) 298-3330,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Marbella Landscaping,,(801) 900-8206,ar@marbellalandscaping.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Newlife Landscaping of Utah,,(801) 888-8497,info@newlifelandscapingutah.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,ONO Landscaping,,(801) 589-7513,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Orland Lawn Care LLC,,(480) 577-1291,Alicia.80@msn.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Paul Taylor,,(801) 577-9112,waynepablo@yahoo.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Payson Lawn Care,,(801) 616-6154,paysonlawncare@yahoo.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Polyscape Services,,(385) 335-4827,ha@polyscapesservices.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Premier Lawn Services*,,(801) 494-7411,premierlawnservices@hotmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Shamrock Turf & Pest Control,,(801) 471-5253,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Shelley & Sons Field Mowing,,(801) 368-0648,kyleshelley@yahoo.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Smart Sprinkler Solutions LLC,,(801) 885-8674,smartsprinklerllc@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Stewart's Service Group,,(801) 226-2261,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Stratton & Bratt Landscaping LLC,,(801) 467-2432,jonc@strattonandbratt.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Strong Brothers Landscaping,,(801) 979-1396,gomeztellezcamilo78@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,The Turf Doctor,,(801) 404-1515,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,The Yard Shop,,(801) 420-0777,sbrown1588@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Turf Plus,,(801) 373-2065,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Yardcare Unlimited,,(801) 372-5296,biggameutahn@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Young Buck Services LLC,,(253) 468-9567,Youngbuckservicesllc@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Snow Removal,Dads Tree Service,,(801) 531-8379,dadstreesvc@hotmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Landscape,Landscape Contractors,Rivendell Tree Experts,,(801) 928-4566,ryanhinton@rivendelltree.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Masonry,Concrete Concrete Inc,,(801) 420-5243,concreteconcrete@comcast.net,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Masonry,Tao Fab LLC,,(801) 830-8354,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Painter,A&T West*,,(801) 921-0896,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Painter,Tony Lovato Painting INC.,,,tonylovatopaintings@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Painter,We Flip Thangs,,(801) 645-9951,weflipthangsllc@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Paving,A-Rock Asphalt Services,,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Paving,Bonneville Asphalt*,,(801) 225-3544,bonnevilleasphalt@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Paving,Go Pave Utah,,(801) 244-1363,renaissance-services@live.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Paving,Signature Striping Solutions,,(253) 213-9744,tyler@signaturestriping.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Paving,Utah Sealcoat & Striping,,(801) 589-2598,keithharrison.utahsealcoat@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Safety and Security,Pest Control Services,Extermiman,,(801) 296-5960,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Safety and Security,Pest Control Services,Quality Exterminators LLC,,(801) 967-0074,office@qualityext.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Safety and Security,Pest Control Services,Saela Pest Control,,(866) 529-0864,commercial@edgecustomercare.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Safety and Security,Pest Control Services,Safeguard Pest Control,,(385) 351-4551,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Safety and Security,Pest Control Services,Thorn Pest Solutions,,(800) 626-1156,haley@thornservices.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Plumbing Services,AC Excavation,,(801) 420-3081,ac@acexcavation.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Plumbing Services,Automated Mechanical,,(801) 698-8260,jpage@automech.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Plumbing Services,Bill Hansen,,(801) 815-2620,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Plumbing Services,Complete Plumbing Heating and Air,,(801) 360-9192,completephvac@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Plumbing Services,Dean L Jenkins Plumbing & Heating,,(801) 355-6710,gary@jenkins-plumbing.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Plumbing Services,Drain Champ Inc.,,(801) 509-1098,Drainchamp@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Plumbing Services,Drain Kingz,,(702) 283-5861,jake@drain-kingz.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Plumbing Services,Grade Solutions,,(801) 601-8752,info@gradesolutionsut.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Plumbing Services,Head Waters Plumbing,,(801) 641-2517,headwaters.ron@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Plumbing Services,Peak Plumbing,,(619) 654-0847,peakplumbingsd@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Plumbing Services,Real Plumbing Heating and Air,,(801) 221-1687,hvac432@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Plumbing Services,Remarkable Rooter,,(801) 254-7800,remarkablerooter@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Plumbing Services,Roto-Rooter Services Company,,(801) 972-7068,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Restoration,Taylors Fire Control Service,,(801) 375-6666,mkeele34@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Roofing,Ace Gutter Inc.,,(801) 676-1048,support@acegutterinc.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Roofing,Collins Roofing Inc,,(801) 341-8071,office@collinsroofinginc.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Roofing,King Roofing,,(801) 543-9321,michael@kingroofco.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Roofing,Liberty Roofing,,(801) 372-9037,libertyroofinginfo@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Roofing,Oakley Roofing Inc.,,(801) 651-1000,bryce.oakleyroofing@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Roofing,Pioneer Roofing Company,,(801) 943-7663,John@pioneerroofer.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Roofing,R1 Roofing LLC,,(385) 309-4265,sales@roneroofing.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Roofing,"The Roof Guys, LLC",,(801) 420-0777,theroofguys@outlook.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Maintenance and Repairs,Roofing,Top Gun Roofing and Exteriors*,,(801) 836-4801,jake@topgunroofingutah.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Amenities and Community Areas,Refuse Removal,Ace Garbage Disposal,,(800) 724-9995,frank@acedisposal.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Amenities and Community Areas,Refuse Removal,Hot Rod Diner,,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Amenities and Community Areas,Refuse Removal,Jay Mecham's Country Garbage,,(801) 427-0444,mechamcountrygarbage@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Amenities and Community Areas,Refuse Removal,Joseph Thomas Real Estate,,(801) 471-0553,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Amenities and Community Areas,Refuse Removal,Republic Services,,(801) 972-4234,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Amenities and Community Areas,Refuse Removal,Springville Main IAH,,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Amenities and Community Areas,Refuse Removal,Waste Management,,(801) 785-3000,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Contractors - Windows,,Glide Window,,(385) 383-3132,barlowwindowbros@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Contractors - Windows,,Satisfying Exterior Solutions,,(385) 375-3064,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Safety and Security,Security Services,Bruce ?,,(801) 221-1888,bruce@kimcofireprotection.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Safety and Security,Security Services,FireControl Fire & Security LLC,,(801) 226-0052,office@firecontrolutah.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Safety and Security,Security Services,Intermountain Fire Protection,,(801) 419-8084,marianng@ifputah.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Safety and Security,Security Services,Media Nerve,,(801) 995-2212,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Safety and Security,Security Services,Mountain Alarm,,(801) 226-6787,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Safety and Security,Security Services,"SMT Services, Inc",,(855) 768-3667,keith@smtutah.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Safety and Security,Security Services,Travis Harward,,(801) 746-4040,travis@interwestfire.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Suppliers - General,Cleaning and Maintenance,Aramark,,(800) 504-0328,auca-collections@aramark.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Suppliers - General,Supplies,"Bilco Safe & Lock, Inc.*",,(801) 225-7174,bilcosafeandlock@outlook.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Suppliers - General,Supplies,Community Controls,,(801) 972-4331,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Suppliers - General,Supplies,Hy-Ko Supply,,(801) 973-6099,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Suppliers - Plumbing,Supplies,Custom Water Technology,,(801) 942-8897,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Tax - State,Licenses and Permits,Utah Labor Commission,,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Active Scapes,,(801) 608-4559,ackson@activescapesutah.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,American Leak Detection,,(801) 582-2700,aldutah@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Andreasen Handyman Services,,,robertsrunningw3@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Barlow Window Bros,,,office@glidecleaners.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Boss Systems Restoration,,(801) 225-5750,austin@bsr-utah.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Chamberlain,,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Chaparro Carpet Cleaning,,(801) 557-9542,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Clearwater Backflow Services,,,phil.clearwaterbackflow@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,Other Expenses,"Complex Solutions, LTD",,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,D Clyde Screen and Glass,,,dkclyde@msn.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Dane Gilson,,(801) 341-9033,contact@bugwranglers.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Drut welding,,(435) 503-4126,drutwelding@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,Repairs,Elite Guard Fence & Decks LLC,,(801) 472-7514,eliteguardfence@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Evolve Community Management,,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,Other Expenses,"Focus Engineering & Surveying, LLC",,(801) 352-0075,accounting@focus-es.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Guava Cleaning & Janitorial,,,office@guavacleaning.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Hainsworth Laundry,,(801) 636-1622,reed@hainsworthlaundry.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Honeycomb Programs Inc.,,,billing@honeycombinsurance.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,Insurance,"Insur-West, Inc",,(801) 451-8300,Lynn@insur-west.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Intermountain Appliance Repair,,(801) 472-2515,snewcomb7961@hotmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,J Dog Junk Removal and Hauling SLC,,(385) 622-1557,cbishop@jdog.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,Repairs,Jared Mangelson,,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Lakeshore Pumping,,(801) 794-9530,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Larsen HVAC & Plumbing,,(801) 915-5210,shawn@larsenhvac.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,Utilities,Mapleton City Corp,,(801) 489-5655,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,Repairs,Mcwr Americana LLC,,(385) 208-2145,ptony8182@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,Landscaping,Olson's Garden Shoppe,,(801) 465-4422,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,Repairs,One Claim Solution,,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Purity Cleaning,,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,Restoration,Quality Restoration,,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,Cleaning and Maintenance,Rain Gutter Solutions,,(801) 403-4967,info.rainguttersolutions@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,Repairs,Sierra Ridge Development,,(801) 787-2883,dewdawe@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,Miscellaneous,Slope Sign,,(801) 426-6533,support@slopegraphics.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,Spartan Asphalt,,,danny@spartanasphaltinc.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,The Squeegee Boys,,(385) 498-1264,thesqueegeeboysutah@gmail.com,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
Uncategorized,,The Wired Guys,,(801) 687-8741,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,
